EntryID,Split,TRANSCRIPTIONAL,CHROMOSOME,NUCLEAR_PORE_COMPLEX,NUCLEAR_SPECKLE,P-BODY,PML-BDOY,POST_SYNAPTIC_DENSITY,STRESS_GRANULE,NUCLEOLUS,CAJAL_BODY,RNA_GRANULE,CELL_JUNCTION
A0A097IWA5_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A0A0MSN0_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A0A0MT54_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A0B4J1Y3_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A0C4DGU5_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A0C4DH18_HUMAN,train,0,0,0,1,0,0,0,0,1,0,0,0
A0A0G2JMZ8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A0K0K1I9_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A0S2Z4Z9_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A0S2Z508_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A0S2Z536_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A0S2Z590_HUMAN,train,0,0,0,0,1,0,0,0,0,0,0,0
A0A0S2Z5L0_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A0S2Z5L4_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A0S2Z5P2_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A0S2Z5Q9_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A0S2Z5R6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A0S2Z5T0_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A0S2Z618_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A0S2Z662_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A0U1RR32_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A0U1RRH7_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A140CTW6_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A140CTW7_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A140VJQ8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A140VKA2_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A161I202_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
A0A1B0GTK2_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A1B0GTX1_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A1B0GV30_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A1B0GVD3_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A1B1PFX4_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A1B1PFX6_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A1B3B2J5_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A1C7CYY6_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A1I9RI51_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A1U9X7L0_HUMAN,train,0,1,0,0,0,0,0,0,1,0,0,0
A0A1U9X839_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A1U9X8F1_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A1U9X8Y8_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A1W2PR07_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A1W2PS75_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A1Z3FT70_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A2H2FJL5_HUMAN,train,0,0,0,0,1,0,0,0,0,0,0,0
A0A2R8Y543_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A2R8Y574_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A2R8Y596_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A2R8Y5D2_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A2R8Y5Z1_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A2R8Y750_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A2R8Y7P0_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A2R8Y7Z0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A2R8Y815_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A2R8YD90_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A2R8YF51_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A2R8YGB3_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A2S1ZR87_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A2X0SSF1_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A2X0U4N6_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A384ME24_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A384NL58_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
A0A3B3ISU0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
H2AL3_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A3B3IUA2_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A411ELD0_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A411ELD1_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A411ELE5_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A411ELH3_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A411ELN9_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A411ELP6_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A411ELR1_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A411ELS2_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A481MT65_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A481MTA8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A481MTF8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A481V744_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A494C0R8_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
A0A494C128_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A494C189_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A494C1T8_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A590UJF2_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A590UJF7_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A590UJP0_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A654IBU9_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A654IBV6_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A654IBV8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A654ICK9_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A654IDB0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A654IE12_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A654IE64_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A6M8YDW1_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A6M8YDW2_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A6M8YHF9_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A6Q8PEY3_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A6Q8PGV6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A6Q8PHC3_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A7I2V2M5_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
A0A7I2V2U7_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A7I2V323_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
A0A7I2V3F3_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A7I2V3P1_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
A0A7I2V428_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A7I2V4F0_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
A0A7I2V4I6_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
A0A7I2V4N0_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
A0A7I2V4N1_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
A0A7I2V506_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A7I2V5K0_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A0A7I2V5M5_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A0A7I2V5Z8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A7I2YQD6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A7I2YQR8_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A804HJ00_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
A0A804HJ70_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
A0A804HJY9_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
A0A804HK09_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
A0A804HL67_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8B0RAT7_HUMAN,train,0,0,0,0,1,0,0,0,0,0,0,0
A0A8C8KBE9_HUMAN,train,0,0,0,1,0,0,0,0,1,0,0,0
A0A8I5KRC6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8I5KUG8_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8I5KVF8_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8I5KXC3_HUMAN,train,0,0,0,0,1,0,0,0,0,0,0,0
A0A8Q3SI46_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3SI64_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3SIA9_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3SIC0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3SIC7_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3SIG8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3SIH0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3SIN5_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3SIY5_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8Q3SJ63_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3SJK6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8Q3WKK6_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3WKZ5_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3WKZ9_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3WL01_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3WL10_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3WLJ0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3WLK7_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8Q3WLL0_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8Q3WLL1_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3WLL7_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8Q3WLM7_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8Q3WM09_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3WM37_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0A8Q3WM84_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A0A8Q3WMM5_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A0MNN4_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A1YRJ5_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A2RUA4_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A2VDI1_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A3KPC7_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A4FTV9_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A4GYY8_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A6H8Y5_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
P121B_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
A6NIZ0_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A7E2T3_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A7WPU8_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A7WPU9_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A7WPV0_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
A8K0P8_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A8K1D3_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A8K2P8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A8K3B8_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
A8K3T2_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A8K582_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A8K5C5_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A8K6T3_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
A8K7A2_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A8K7A6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A8K822_HUMAN,train,0,1,0,0,0,0,0,0,1,0,0,0
A8K897_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
A8K8M9_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A8K914_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A8K964_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,1
A8K984_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
A8K9K6_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
A8MWR8_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
B0AZQ4_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B1AHD1_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B1AMT4_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B2R4R0_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B2R5B3_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B2R5B6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B2R617_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
B2R7M0_HUMAN,train,0,1,0,0,0,0,0,0,1,0,0,0
B2R8Y6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B2RDR4_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B2RDT9_HUMAN,train,0,1,0,1,0,0,0,0,0,0,0,0
B2RU25_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B3KM80_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B3KMB1_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B3KMG0_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
B3KMK0_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
B3KMQ8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B3KNZ3_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B3KSL2_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
B3KTP9_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B3KTR0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B3KVJ5_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B3KVL0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B3KVZ3_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B3KW81_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
B3KWS1_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B3KXX5_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B3VMW0_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
B4DDS7_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
B4DEN9_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4DFG9_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4DFI2_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4DGH0_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B4DGP7_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4DGU4_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4DI81_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4DKR6_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
B4DKT9_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4DL06_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4DLJ5_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4DMC9_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4DMS5_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4DND9_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4DP70_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
B4DRG7_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B4DRY6_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4DS34_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
B4DSW9_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4DT66_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4DTP0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4DVB5_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
B4DVI7_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4DWI8_HUMAN,train,0,0,0,1,0,0,0,0,1,0,0,0
B4DWW8_HUMAN,train,0,0,0,0,0,0,0,0,0,1,0,0
B4DYG7_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
B4DYS8_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B4DZG6_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
B4E086_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B4E0B3_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B4E0B7_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B4E0B8_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4E163_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4E1J1_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4E1N4_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4E1N7_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4E263_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B4E2G8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B4E3Q9_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B5BU28_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B5MCA4_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B7Z3C2_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
B7Z5P7_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
B7Z6J7_HUMAN,train,0,0,0,0,1,0,0,0,0,0,0,0
B7Z709_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B7Z7M5_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B7Z7V8_HUMAN,train,0,0,0,0,1,0,0,0,0,0,0,0
B7Z965_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B7ZB67_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B7ZL21_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
B7ZLZ7_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
B8ZZ47_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
B9EGU6_HUMAN,train,0,0,0,0,1,0,0,0,0,0,0,0
C9IYK1_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
C9J0D1_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
C9J470_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
C9J808_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
C9J8U1_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
C9J9S3_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
C9JHQ4_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
C9JNZ5_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
C9JP48_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
C9JZP1_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
D1H0M5_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
D3DRX8_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
D3DU92_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
D3DUE7_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
D3DVF0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
D3DX19_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
D3U719_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
D6R8Y9_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
D6R9A6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
D6R9C8_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
D6RAX0_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
D6RBN6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
D6RBS7_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
D6RC52_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
D6RC60_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
D6RC74_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
D6RCB9_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
D6RCK7_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
D6RIC3_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
D9J0B8_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
D9J0B9_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
D9J0C2_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
D9J0C4_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
D9J0C5_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
D9J0C7_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
D9J2M0_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
D9J2M3_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
D9J2M4_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
E2QRD4_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
E3VVS3_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
E7EQB2_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
E7EQU1_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
E7EQZ4_HUMAN,train,0,0,0,0,0,0,0,0,0,1,0,0
E7ERC8_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
E7ERI8_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
E7EUM2_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
E7EW05_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
E7EW49_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
E9PES6_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
E9PF10_HUMAN,train,0,0,1,0,0,0,0,0,0,0,0,0
E9PFK5_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
E9PHA2_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
E9PMJ2_HUMAN,train,0,0,0,0,0,0,0,0,0,1,0,0
E9PNU3_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
E9PPL0_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
E9PPP6_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
E9PPY3_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
E9PQC8_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
E9PRF4_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
F1T0B3_HUMAN,train,0,0,0,0,0,0,0,1,0,0,0,0
F5GZ78_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
F5H836_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
F8VRX4_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
F8VUW5_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
F8W930_HUMAN,train,0,0,0,0,1,0,0,1,0,0,0,0
F8WA11_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
F8WCT1_HUMAN,train,0,0,0,1,0,0,0,0,1,0,0,0
F8WDD0_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
F8WDU0_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
F8WE32_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
F8WE42_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
F8WEP2_HUMAN,train,0,0,0,1,0,0,0,0,1,0,0,0
F8WEY4_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
F8WJN3_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
G3V1D4_HUMAN,train,0,0,0,0,0,0,0,0,0,0,0,1
G3V1S4_HUMAN,train,0,0,0,0,0,0,0,0,1,0,0,0
G3V3R9_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
G3V401_HUMAN,train,0,1,0,0,0,0,0,0,0,0,0,0
G3V411_HUMAN,train,0,0,0,1,0,0,0,0,0,0,0,0
